Item_Identifier,Outlet_Identifier,Item_Outlet_Sales,Item_Weight,Item_Visibility,Item_MRP,Item_Visibility_MeanRatio,Outlet_years,Item_Fat_Content_0,Item_Fat_Content_1,Item_Fat_Content_2,Outlet_Location_Type_0,Outlet_Location_Type_1,Outlet_Location_Type_2,Outlet_Size_0,Outlet_Size_1,Outlet_Size_2,Item_Type_Combined_0,Item_Type_Combined_1,Item_Type_Combined_2,Outlet_Type_0,Outlet_Type_1,Outlet_Type_2,Outlet_Type_3,Outlet_0,Outlet_1,Outlet_2,Outlet_3,Outlet_4,Outlet_5,Outlet_6,Outlet_7,Outlet_8,Outlet_9
FDS51,OUT027,1857.582,0.5236677582613871,0.087587862368339,0.1334024339723869,0.06911419285485654,0.9999999999999999,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NCT17,OUT045,2449.4782,0.3718368562072046,0.11814696770866603,0.6737371730877629,0.07228393070105582,0.29166666666666663,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FDA01,OUT010,117.1808,0.6219112831199762,0.2692086679776643,0.12309251675732943,0.3285344653038796,0.45833333333333337,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDW25,OUT046,852.2239999999999,0.03691574873474246,0.10413350625161147,0.22467215397048537,0.03928358425439682,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FDS01,OUT017,5688.5952,0.41947008038106576,0.04393460610422046,0.6272478930247405,0.055220365111117886,0.08333333333333334,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCV18,OUT045,2496.75,0.13218219708246504,0.31366844793017584,0.22638099409843196,0.036756600240038795,0.29166666666666663,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FDZ04,OUT045,822.263,0.28311997618338797,0.1060826544238473,0.127594245122208,0.04015418598277348,0.29166666666666663,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
DRN59,OUT017,652.484,0.6219112831199762,0.18758216376181916,0.06798008815000445,0.14010455063454813,0.08333333333333334,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDD36,OUT049,1896.1984,0.520690681750521,0.05459067087930484,0.37573430040271916,0.039951001138213316,0.41666666666666663,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FDT56,OUT018,753.0198,0.6814528133373028,0.3463145270595298,0.11814426583542167,0.015575524053998646,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FDP09,OUT019,424.7804,0.9047335516522774,0.17167264568813906,0.7678328885085808,0.31723136874135865,0.9999999999999999,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FDA33,OUT017,2364.9216,0.11461744566835369,0.09395142946204199,0.4877690171070772,0.07395788653090551,0.08333333333333334,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDH14,OUT019,280.9676,0.746948496576362,0.24130885385198553,0.4702655026519704,0.3172313769791882,0.9999999999999999,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NCF18,OUT027,5944.2624,0.8213754093480201,0.26161559343167096,0.6802270304042812,0.011974009491944937,0.9999999999999999,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FDF59,OUT035,885.5139999999999,0.4730574575766597,0.20828957602952436,0.4109195987748644,0.052806582586735595,0.20833333333333334,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
FDC29,OUT013,1374.2112,0.2283417683834475,0.06345378040661451,0.3583538767665655,0.07096436794598893,0.9166666666666666,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDD32,OUT017,1868.2348,0.782673414706758,0.11572334820071348,0.2102628880331955,0.053178772491648485,0.08333333333333334,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDZ08,OUT010,82.5592,0.4730574575766597,0.2902790095425747,0.2103970145807442,0.07177787102015987,0.45833333333333337,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDT21,OUT027,6474.2392,0.1705864840726407,0.050122275799522546,0.9232626367581445,0.07177787102015987,0.9999999999999999,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FDM33,OUT046,4407.596,0.657636201250372,0.2590541390709362,0.7949536159838098,0.08474120932296975,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
NCK07,OUT035,2466.7889999999998,0.3629056266746055,0.13885630414118752,0.5724257889697044,0.07126105818805367,0.20833333333333334,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
NCL41,OUT018,346.216,0.46412622804406073,0.11801426190961811,0.020932230439595523,0.03762778618349005,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FDZ36,OUT046,5779.144,0.08812146472164334,0.1915208521741138,0.6661080890192804,0.052444805773544934,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FDW51,OUT049,3835.008,0.09526644834772252,0.28087370628778574,0.7727811394304885,0.03995100606843022,0.41666666666666663,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FDS47,OUT013,1581.9408,0.7261089610002978,0.3854603210276579,0.24573851095762958,0.09902722877226039,0.9166666666666666,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDV02,OUT045,2908.8802,0.7261089610002978,0.17577235744824957,0.598987938797547,0.0722839315984013,0.29166666666666663,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NCU18,OUT018,1270.3464,0.6278654361417089,0.16160775823253914,0.46078241617939686,0.015575525387711564,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NCX17,OUT018,5592.72,0.9940458469782674,0.34016618934551457,0.8562876488125557,0.07322764681241484,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FDI12,OUT046,878.8560000000001,0.28818100625186066,0.2980892797081427,0.24786076645681807,0.07134829836028994,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
DRH51,OUT013,1318.2839999999999,0.7767192616850254,0.28804278418952256,0.246587413157305,0.0838635122712485,0.9166666666666666,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCP30,OUT027,942.7728,0.9493896993152724,0.08938995201132949,0.02628286100414945,0.06911418465605906,0.9999999999999999,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FDG08,OUT049,2061.3168,0.5117594522179221,0.49887195298880516,0.6001161298209157,0.08556529838034849,0.41666666666666663,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FDX35,OUT046,4781.7756,0.028579934504316784,0.2456431831843388,0.8358019409299894,0.07177787102015987,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FDY26,OUT027,6775.1808,0.955343852337005,0.08247148657125374,0.7607623820874846,0.03720474146551922,0.9999999999999999,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NCM43,OUT019,815.605,0.5921405180113128,0.0939736297060261,0.5574358739278366,0.3172313721161723,0.9999999999999999,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
NCZ54,OUT019,162.4552,0.601071747543912,0.43833039449227057,0.5503653675067403,0.43853962403071484,0.9999999999999999,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
FDO16,OUT045,3079.325,0.055075915451027135,0.03560208579466082,0.21492081440281427,0.04015417660840165,0.29166666666666663,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FDR22,OUT010,223.7088,0.8809169395653469,0.08464876680276924,0.3428053840773112,0.32853445574806156,0.45833333333333337,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDJ16,OUT017,810.9444,0.2762727002083954,0.34468961759148437,0.11984207023477242,0.0739578888576441,0.08333333333333334,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDT47,OUT049,1166.4816,0.04197677880321521,0.06456648027923478,0.27341781608024507,0.08947773909058765,0.41666666666666663,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FDZ23,OUT027,3728.48,0.7856504912176243,0.19580675843650064,0.6614391269210658,0.01197401118783653,0.9999999999999999,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NCB31,OUT046,3155.8920000000003,0.10002977076510866,0.35435314889572184,0.977939578537036,0.03589287193245777,0.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FDM15,OUT046,1662.5026,0.43137838642453114,0.165776447452983,0.5035967986200246,0.08460465550344881,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FDX27,OUT013,2174.5028,0.9612980053587377,0.34003048492801696,0.26168938328953006,0.0883246184786089,0.9166666666666666,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCS54,OUT018,2293.681,0.5385531408157189,0.019885621485994,0.6224448043789772,0.041032326594818036,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NCJ30,OUT049,2037.348,0.07532003572491813,0.23764560732414095,0.5852713770551923,0.05330303444002443,0.41666666666666663,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FDD58,OUT013,1697.79,0.19083060434653165,0.17156823896587683,0.28641960217047313,0.013593930617598615,0.9166666666666666,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DRJ23,OUT045,2836.308,0.8213754093480203,0.11753934416766401,0.6638296355153516,0.08943687732425942,0.29166666666666663,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FDS14,OUT045,2042.6744,0.1625483774933016,0.1431286550472767,0.535397523922064,0.08579003597803742,0.29166666666666663,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FDR27,OUT013,2384.8956,0.6278654361417089,0.2846094091659515,0.4350802042798253,0.013593928629565877,0.9166666666666666,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDT49,OUT018,639.168,0.14557904138136352,0.45702039845605014,0.31977296959571877,0.09076970035109655,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FDX26,OUT027,4013.4424,0.782673414706758,0.25801851354419614,0.633022974689132,0.050471484493129715,0.9999999999999999,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
NCW53,OUT017,2116.5782,0.8213754093480203,0.0834098417182022,0.6881464390250529,0.038301911729556215,0.08333333333333334,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDS19,OUT045,1669.8264,0.5504614468591842,0.17962173929961253,0.18256151145338848,0.07177787102015987,0.29166666666666663,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
DRF15,OUT046,1225.072,0.8213754093480203,0.09124941255248158,0.5248083178833133,0.05261487757782024,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
DRH01,OUT027,3649.2498,0.7707651086632927,0.28894867790635476,0.6009539962919952,0.033830453639751956,0.9999999999999999,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FDJ12,OUT045,4154.592000000001,0.2584102411431974,0.10943292707800178,0.7450797628506816,0.04015418888898187,0.29166666666666663,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NCE42,OUT027,13086.9648,0.9851146174456682,0.021477533836438294,0.864631508533165,0.08663878885050669,0.9999999999999999,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DRL37,OUT045,1211.756,0.6516820482286394,0.15364293196538042,0.047058893439004656,0.090017087271548,0.29166666666666663,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FDJ36,OUT045,1948.1308,0.5921405180113128,0.38466513913635786,0.29772358386135056,0.04015418636879059,0.29166666666666663,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NCH18,OUT027,10072.8882,0.2825245608812145,0.12582577996020824,0.9082837574448723,0.011974009911531247,0.9999999999999999,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
DRI11,OUT018,1267.0174,0.22060136945519498,0.09534540528683523,0.35990651888977176,0.01557552148643554,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NCO17,OUT018,2037.348,0.3242036320333432,0.21582653269348434,0.38053738904848255,0.14779488267435298,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FDS49,OUT018,1571.2879999999998,0.2646621018160166,0.23426796227097627,0.20532567283988348,0.08644312441729035,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FDX43,OUT045,1830.95,0.06549568323905924,0.25206014169549706,0.5711413999415955,0.1431005610735216,0.29166666666666663,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
NCS17,OUT013,1701.7848,0.8362607919023519,0.236625332014639,0.2638116387887185,0.07096437136336314,0.9166666666666666,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NCC42,OUT049,2247.7408,0.6219112831199762,0.12746753587605297,0.4651720894539182,0.03995100911627314,0.41666666666666663,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
NCM26,OUT045,3981.4840000000004,0.9493896993152724,0.06038933089092679,0.518441551385748,0.08570400063445249,0.29166666666666663,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FDU32,OUT046,1462.0968,0.2518606728192914,0.06894028854775583,0.37628184232150985,0.13719508674425823,0.5,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FDU19,OUT018,3448.844,0.2509675498660315,0.13357492428411447,0.6050643807428233,0.13927019656566125,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NCM53,OUT017,1065.28,0.8451920214349509,0.1501174340877342,0.32613973609328417,0.041711799582638875,0.08333333333333334,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDG32,OUT045,4225.1668,0.9106877046740103,0.5319245942898484,0.8047049555514808,0.03675659955069427,0.29166666666666663,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FDF04,OUT018,3616.6256,0.7707651086632927,0.031149611511123595,0.969617790273618,0.08640814697933069,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
NCN55,OUT035,5287.7836,0.5980946710330455,0.16566308113518885,0.8958626204592222,0.07177787102015987,0.20833333333333334,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
FDJ34,OUT046,3004.0896,0.43137838642453114,0.2773291976617549,0.4069654123287765,0.0713483009008371,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FDT51,OUT010,111.8544,0.4224471568919321,0.04525979842449385,0.33771197087925897,0.2860978732219595,0.45833333333333337,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FDT01,OUT046,1274.3412,0.5415302173265852,0.5559851577622732,0.7746241061059838,0.0889581747717903,0.5,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
FDV28,OUT027,1120.5414,0.6874069663590352,0.47836339776719916,0.01555952841785005,0.09758251826683156,0.9999999999999999,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
FDD02,OUT045,3199.8348,0.7171777314676988,0.14413778559416282,0.36979198500499155,0.15906707901300837,0.29166666666666663,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FDW48,OUT045,1208.427,0.8005358737719559,0.015342354331102584,0.20276793051226158,0.13006974029936297,0.29166666666666663,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
FDF44,OUT049,3523.4136,0.15570110151830902,0.1731630914401604,0.4206599026139397,0.039951005599298595,0.41666666666666663,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FDY14,OUT049,3436.1938,0.3420660910985413,0.20496015824331446,0.9899583358800401,0.014558077721967044,0.41666666666666663,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
FDU59,OUT027,5685.932,0.07293837451622509,0.28429850415427177,0.557581036203981,0.06911418738945696,0.9999999999999999,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
